2001
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.17955 54.31432 40 9 9 August-Sievers-Ring 15, 24148 Kiel
10.07136 54.2638 47 12 12 Buschkoppel 15, 24113 Molfsee
10.1436 54.32661 40 1 1 Schlossgarten 12, 24103 Kiel
10.13377 54.40056 47 15 15 Aukamp 17, 24161 Altenholz
10.15945 54.39868 46 17 17 Wilhelm-Lobsien-Weg 15, 24159 Kiel
10.1792 54.41508 41 19 19 Seekante 6, 24159 Kiel
10.1731 54.3253 47 9 9 Schönberger Str. 100, 24148 Kiel
10.15592 54.28783 40 10 10 Olbrichtweg 9, 24145 Kiel
10.05313 54.324 42 11 11 Skandinaviendamm 322, 24109 Kiel
10.13569 54.30578 40 4 4 Zum Brook 18, 24143 Kiel
10.08548 54.33239 42 7 7 Kopperpahler Allee 4, 24119 Kronshagen
10.07391 54.32912 46 8 8 Adenauerstr. 1, 24119 Kronshagen
10.07575 54.27694 42 12 12 Rammsmoor 21, 24113 Molfsee
10.14352 54.33129 40 3 3 Michaelisstr. 1, 24105 Kiel
10.10512 54.35715 43 9 9 Burmesterweg 2, 24106 Kiel
10.18112 54.29977 45 9 9 Bregenzer Weg 10, 24147 Kiel
10.17242 54.32018 41 8 8 Klausdorfer Weg 63, 24148 Kiel
10.07178 54.30164 43 12 12 Erlenhorst 25, 24111 Kiel
10.06794 54.29096 46 12 12 Tannenholz 2, 24113 Kiel
10.11436 54.31627 39 3 3 Lutherstr. 29, 24114 Kiel
10.14535 54.33273 47 4 4 Kirchenstr. 10, 24105 Kiel
10.11587 54.32689 46 4 4 Geibelplatz 2, 24116 Kiel
10.03336 54.31413 40 9 9 Kieler Weg 16, 24109 Melsdorf
10.07139 54.33397 40 10 10 Freesenhof 9, 24119 Kronshagen
10.07763 54.36343 47 13 13 Wolliner Weg 2, 24107 Kiel
10.08897 54.34268 42 8 8 Elsa-Brandström-Str. 18, 24119 Kronshagen
10.15089 54.30642 48 5 5 Preetzer Str. 56, 24143 Kiel
10.10476 54.30688 43 6 6 Christianistr. 35, 24113 Kiel
9.99157 54.34379 43 17 17 Am Fährberg 14, 24107 Quarnbek
10.1436 54.37202 41 13 13 Kastanienallee 8, 24159 Kiel
10.1386 54.34745 46 5 5 Düvelsbeker Weg 49, 24106 Kiel
10.08074 54.36168 47 10 10 Von-der-Wisch-Str. 37, 24107 Kiel
10.13311 54.38609 43 12 12 Stifter Allee 21, 24161 Altenholz
10.06919 54.33715 42 9 9 Ottendorfer Weg 37, 24107 Ottendorf
10.04921 54.31608 44 9 9 Jütlandring 2, 24109 Kiel
10.08708 54.3572 44 9 9 Weissdornweg 11, 24107 Kiel
10.12809 54.35496 44 9 9 Büsumer Weg 9, 24106 Kiel
10.15423 54.39523 46 16 16 Wagnerring 74, 24159 Kiel
10.08275 54.33571 42 8 8 Fierabendwinkel 31, 24119 Kronshagen
10.06635 54.32255 48 9 9 Russeer Weg 192, 24109 Kiel
10.13322 54.33894 43 4 4 Im Brauereiviertel 2, 24118 Kiel
10.11873 54.32371 40 4 4 Wörthstr. 1, 24116 Kiel
10.10582 54.3504 42 8 8 Olshausenstr. 100, 24106 Kiel
10.07955 54.28139 48 10 10 Mielkendorfer Weg 2, 24113 Molfsee
10.19714 54.33769 47 13 13 Braunsberger Weg 10, 24149 Kiel
10.11282 54.31571 42 3 3 Calvinstr. 3, 24114 Kiel
10.08244 54.35241 46 9 9 Alter Viedamm 14, 24107 Kiel
10.09863 54.34293 41 6 6 Möllerstr. 2, 24119 Kronshagen
10.17605 54.26903 41 12 12 Götenhof 1, 24145 Kiel
10.10048 54.30794 41 7 7 Saarbrückenstr. 179, 24113 Kiel
10.13073 54.3191 41 1 1 Walkerdamm 2, 24103 Kiel
10.17914 54.32998 46 11 11 Grenzstr. 1, 24149 Kiel
10.17391 54.40056 42 17 17 Grüffkamp 38, 24159 Kiel
10.07532 54.3382 45 9 9 Kurt-Tucholsky-Weg 13, 24119 Kronshagen
10.0672 54.26465 44 12 12 Eiderwiesenweg 1, 24113 Molfsee
9.97207 54.32278 44 15 15 Lindenkamp 11, 24107 Quarnbek
10.09581 54.30943 46 7 7 Uhlenkrog 30, 24113 Kiel
10.06153 54.30254 40 12 12 Johann-Heuck-Str. 40, 24111 Kiel
10.17602 54.32335 39 9 9 Danziger Str. 14, 24148 Kiel
10.18725 54.29706 43 10 10 Tiroler Ring 558, 24147 Kiel
10.08034 54.28607 42 12 12 Großer Eiderkamp 45, 24113 Molfsee
10.12506 54.3058 43 3 3 Alte Lübecker Chaussee 20, 24113 Kiel
10.13674 54.28843 46 6 6 Poppenbrügger Weg 10, 24145 Kiel
10.14625 54.31727 40 5 5 Werftstr. 138, 24143 Kiel
10.13469 54.38786 42 12 12 Elbinger Weg 22, 24161 Altenholz
10.07463 54.33651 44 9 9 Suchsdorfer Weg 1, 24119 Kronshagen
10.21692 54.32905 42 14 14 Am Mondspiegel 4, 24149 Kiel
10.16506 54.30099 39 8 8 Preetzer Str. 234, 24147 Kiel
10.10464 54.30566 46 6 6 Gärtnerstr. 2, 24113 Kiel
10.19726 54.28813 47 11 11 Allgäuer Str. 23, 24146 Kiel
10.11855 54.35404 41 7 7 Steenbeker Weg 10, 24106 Kiel
10.19551 54.29365 44 12 12 Hahnbusch 39, 24146 Kiel
10.13311 54.33818 39 3 3 Knooper Weg 185, 24118 Kiel
10.12583 54.28213 47 8 8 Bustorfer Weg 75, 24145 Kiel
10.13794 54.30024 46 5 5 Diedrichstr. 9, 24143 Kiel
